ACCOUNT|PARENT|ACCOUNT TYPE|DATA STORAGE|VARIANCE REPORTING|ALIAS: DEFAULT
AC_1111390|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111390:::BOH- 1231
AC_1111400|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111400:::FHB- 0727
AC_1111410|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111410:::BOA- 4651
AC_1111420|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111420:::BOA- 4253
AC_1111430|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111430:::BOA- 4035
AC_1111440|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111440:::CPB- 2229
AC_1111450|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111450:::LANDOWNER ACCOUNT- CPB 2364
AC_1111460|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111460:::BOA SAC AIRPORT
AC_1111470|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111470:::LTG-BOA-14991267
AC_1111480|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111480:::LTG-BOA-14994208
AC_1111490|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111490:::LANDOWNER ACCOUNT- CPB 8076
AC_1111500|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111500:::BOA- 2300
AC_1111510|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111510:::BOA- 2305
AC_1111520|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111520:::BOA- 2324
AC_1111530|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111530:::WF- 4765
AC_1111540|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111540:::PSC - BOA 1499623874
AC_1111550|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111550:::PSC - BOA 1499106650
AC_1111560|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111560:::CPB- 2377
AC_1111570|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111570:::WF FSP- 1824
AC_1111580|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111580:::WF FSP- 1840
AC_1111590|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111590:::WF FSP- 1853
AC_1111600|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111600:::WF FSP- 1895
AC_1111610|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111610:::WF CHANGE FUND 1866
AC_1111620|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111620:::B OF A
AC_1111630|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111630:::BOA- 8135
AC_1111640|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111640:::DIVERSCO AP 6170
AC_1111650|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111650:::DIVERSCO IM 0691
AC_1111660|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111660:::PLANTERS BANK ACCT # 1050-000
AC_1111670|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111670:::WACHOVIA BEMAR ACCT # 6008
AC_1111680|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111680:::WACHOVIA BMAR ACCT # 8021
AC_1111690|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111690:::WACHOVIA DISB ACCT# 9730
AC_1111700|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111700:::NBAD - DUBAI UAE01
AC_1111710|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111710:::SABB SAUDI ACCT 7471
AC_1111720|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111720:::BOA- 6128
AC_1111730|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111730:::JPM- 4113
AC_1111740|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111740:::JPM- 1540
AC_1111750|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111750:::JPM- 1524
AC_1111760|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111760:::WELLS FARGO PAYROLL #4593
AC_1111770|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111770:::PNC 9514
AC_1111780|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111780:::PMW - JPMC 870511508
AC_1111790|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111790:::BOA- 4022
AC_1111800|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111800:::KEY- 0222
AC_1111810|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111810:::BOA EUR- 7015
AC_1111820|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111820:::RBS- 0377
AC_1111830|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111830:::FIFTH THIRD- 8135
AC_1111840|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111840:::FIFTH THIRD- 8127
AC_1111850|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111850:::BOFA 5456
AC_1111860|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111860:::WF- 1213
AC_1111870|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111870:::BOA GBP- 3015
AC_1111880|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111880:::RBS- 5031
AC_1111890|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111890:::BOA- 3590
AC_1111900|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111900:::BOA- 0910
AC_1111910|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111910:::BOA- 3608
AC_1111920|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111920:::HSBC - 5953
AC_1111930|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111930:::HSBC - 5961
AC_1111940|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111940:::HSBC - 1254
AC_1111950|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111950:::BOA IFM- 3461
AC_1111960|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111960:::HSBC - 1683
AC_1111970|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111970:::HSBC - 9172
AC_1111980|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111980:::RBS 7803
AC_1111990|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1111990:::BOA RAMS- 8390
AC_1112000|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112000:::RBS- 1878
AC_1112010|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112010:::RBS- 1959
AC_1112020|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112020:::BOFA - 1416401677 C+
AC_1112030|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112030:::BOA DIFFERENCE CARD- 0706
AC_1112040|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112040:::BOA- 0857
AC_1112050|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112050:::BOA- 0871
AC_1112060|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112060:::BOA ATL JV- 0714
AC_1112070|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112070:::BOH GUAM- 8793
AC_1112080|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112080:::BANCO POPULAR- 0137
AC_1112090|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112090:::HOME FEDERAL BANK- 0150
AC_1112100|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112100:::PNC- 8461 LOCKBOX & ACH
AC_1112110|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112110:::PNC- 7471 DISBURSEMENTS
AC_1112120|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112120:::BANCO POPULAR- 0145
AC_1112130|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112130:::US BANK- 4934
AC_1112150|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112150:::PNC- 8736 PAYROLL
AC_1112160|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112160:::PNC- 9616 CONCENTRATION
AC_1112170|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112170:::BOA- 2479 AND 2493
AC_1112180|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112180:::BOA 1416613094
AC_1112190|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112190:::HSBC - UK GBP
AC_1112200|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112200:::HSBC - UK EUR
AC_1112210|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112210:::HANCOCK WHITNEY 5844
AC_1112220|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112220:::HANCOCK WHITNEY 5836
AC_1112230|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112230:::CITY NATIONAL BANK 3059
AC_1112240|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112240:::HANCOCK WHITNEY 6913
AC_1112250|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112250:::JP MORGAN 8990
AC_1112260|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112260:::HANCOCK WHITNEY 5598
AC_1112270|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112270:::HANCOCK WHITNEY 6608
AC_1112280|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112280:::BOA 4640
AC_1112290|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112290:::HANCOCK WHITNEY 8228
AC_1112300|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112300:::MM A/C
AC_1112310|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112310:::HSBC - ABM FAC SVCS 1691
AC_1112320|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112320:::HSBC - ABM AVIATION LIMITED-0854
AC_1112330|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112330:::HSBC - BLACKJACK PROMOTIONS-0870
AC_1112340|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112340:::HSBC - BLACKJACK IRELAND-2001
AC_1112350|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112350:::HSBC DEPOSIT - FACSVCS UK - 0619
AC_1112360|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112360:::HSBC DEPOSIT - OMNI - 2993
AC_1112370|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112370:::NATWEST- 5408
AC_1112380|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112380:::NATWEST- 8830
AC_1112390|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112390:::NWBK9036
AC_1112400|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112400:::BARCLAYS- 1942
AC_1112410|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112410:::BARCLAYS- 1549
AC_1112420|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112420:::NWBK6130
AC_1112430|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112430:::NATWEST- 2922
AC_1112440|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112440:::DERICHEBOURG JV CASH
AC_1112450|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112450:::WF- 5226 - MASTER
AC_1112460|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112460:::WF- 5226 - PRK01
AC_1112470|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112470:::WF- 5226 - PRK02
AC_1112480|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112480:::WF- 5226 - PRK03
AC_1112490|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112490:::WF- 5226 - PRK04
AC_1112500|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112500:::WF- 5226 - PRK05
AC_1112510|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112510:::WF- 5226 - PRK06
AC_1112520|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112520:::WF- 5226 - PRK07
AC_1112530|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112530:::WF- 5226 - PRK08
AC_1112540|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112540:::WF- 5226 - PRK09
AC_1112550|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112550:::WF- 5226 - PRK10
AC_1112560|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112560:::BOA 7472 SCORE PARKING
AC_1112570|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112570:::MASRAF AL RAYAN BANK
AC_1112580|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112580:::CASH CLEARING
AC_1112590|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112590:::CASH IN TRANSIT
AC_1112600|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112600:::BOA- 4413 (2)
AC_1112610|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112610:::COMPUTER A/P POS
AC_1112620|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112620:::WF- 9056
AC_1112630|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112630:::CASH
AC_1112640|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112640:::JPM- 0316
AC_1112660|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112660:::WF- 0215 OOP
AC_1112670|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112670:::JPM METLIFE CLAIMS- 9693
AC_1112680|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112680:::CONCENTRATION ACCO
AC_1112690|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112690:::VOIDED CHECKS
AC_1112700|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112700:::KEY BANK- 1582
AC_1112710|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112710:::BOA- 0046
AC_1112720|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112720:::BANCO POPULAR- 9262
AC_1112730|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112730:::JPM RESTR CASH- 6589
AC_1112740|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112740:::CITIBANK STD CLAIMS - 1083
AC_1112750|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112750:::BOA- 7625
AC_1112760|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112760:::PR CHASE (NY)
AC_1112770|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112770:::NORTHERN TRUST #6716
AC_1112780|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112780:::CERTIFICATES OF DE
AC_1112790|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112790:::DISBURSEMENTS SH
AC_1112800|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112800:::JPM- 4501
AC_1112810|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112810:::LOCKBOX & DEPOSIT 1
AC_1112820|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112820:::BOA- 3627 CORP LOCKBOX
AC_1112830|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112830:::LOCKBOX & DEPOSIT 2
AC_1112840|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112840:::BOH- 4338
AC_1112850|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112850:::BOA- 3627 OLD ATL
AC_1112860|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112860:::BOH- 3198
AC_1112870|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112870:::BOA- 3627 LOCKBOX 1 LA
AC_1112880|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112880:::BOA- 3627 LOCKBOX 2 CHI
AC_1112890|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112890:::BOA- 3627 LOCKBOX 3 BOS
AC_1112900|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112900:::BOA - 0045 CREDIT CARD RECE
AC_1112910|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112910:::BOA- 5328 EDI PAYMENTS
AC_1112920|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112920:::CASH OVERDRAFT
AC_1112930|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112930:::DORMANT CASH ACCOUNT
AC_1112940|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112940:::WF- 776 DEPOSITORY A/C CBM
AC_1112950|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112950:::WF- 7784 AP CBM
AC_1112960|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112960:::WF- 2495 COMMUTER A/C CBM
AC_1112970|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112970:::CBM - OTHER RESTRICTED CASH
AC_1112980|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112980:::WF- 3393 DEPOSITORY A/C AES
AC_1112990|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112990:::WF- 8022 AP AES
AC_1113000|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113000:::RBC 9695
AC_1113010|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113010:::WF 1253 ELECTRONIC DEPOSITS CB
AC_1113020|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113020:::WF 9044 ELECTRONIC DEPOSITS AE
AC_1113030|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113030:::WF 2180 DEPOSITORY A/C IFM
AC_1113040|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113040:::US BANK ACCELEPAY
AC_1113100|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113100:::WF- 5765 COMMUTER A/C AES
AC_1113110|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113110:::WF- 2198 AP IFM
AC_1113120|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113120:::WF- 4306 AR&AP AAA
AC_1113130|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113130:::WF- 2967 SCATENA AES
AC_1113140|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113140:::WF- 7792 PAYROLL CBM
AC_1113150|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113150:::WF- 1376 MGMT PAYROLL CBM
AC_1113160|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113160:::WF- 9673 EXEC PR- SCATENA CBM
AC_1113170|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113170:::WF- 8014 PAYROLL AES
AC_1113180|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113180:::WF- 2954 EXEC PR- SCATENA AES
AC_1113190|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113190:::WF- 8274 PAYROLL IFM
AC_1113200|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113200:::WF- 1384 MGMT PR AES
AC_1113210|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113210:::JV DIGITAL CREDIT UNION
AC_1113220|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113220:::BOI # 2594
AC_1113230|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113230:::BOI # 0646
AC_1113240|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113240:::BOI # 9474
AC_1113250|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113250:::BOI # 1775
AC_1113260|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113260:::BOI # 4830
AC_1113270|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113270:::BOI # 9407
AC_1113280|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113280:::BOI # 2623
AC_1113290|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113290:::BOI # 9971
AC_1113300|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113300:::BOI # 2133
AC_1113310|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113310:::BANK ACCOUNT I/C USE ONLY
AC_1119100|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1119100:::CASH IN TRANSIT - HIGH RADIUS
AC_1113320|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113320:::JPM AP 5676
AC_1113330|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113330:::HSBC - NETHERLANDS 421-042599
AC_1113340|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113340:::SOUTHERN ST 1173
AC_1113350|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113350:::SOUTHERN ST 1512
AC_1113360|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113360:::SOUTHERN ST 1611
AC_1113370|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1113370:::SOUTHERN ST 3237
AC_1112140|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1112140:::PAYROLL
AC_1122130|AC_1111000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1122130:::SALES ALLOWANCE
AC_1120000|AC_1100000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1120000:::TRADE ACCTS RECEIVABLE-NET
AC_1121000|AC_1120000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1121000:::ACCOUNTS RECEIVABLE-GROSS
AC_1121100|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121100:::ACCOUNTS RECEIVABLE
AC_1121110|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121110:::A/R - UNAPPLIED-ON ACCOUNT
AC_1121120|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121120:::A/R PARKING CUST
AC_1121130|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121130:::A/R PARKING - UN
AC_1121140|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121140:::A/R PARKING - CO
AC_1121150|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121150:::RETENTIONS
AC_1121160|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121160:::UNBILLED A/R
AC_1121170|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121170:::COST IN EXCS BILLINGS-CNTRCT
AC_1121180|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121180:::COST IN EXCS BLLINGS-SP/MAIN
AC_1121190|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121190:::A/R TRADE OTHER
AC_1121200|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121200:::ESPC ST RECEIVBLE
AC_1121210|AC_1121000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1121210:::SALES ALLOWANCE
AC_1122000|AC_1120000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1122000:::ALLOW FOR DOUBTFUL ACCOUNTS
AC_1122100|AC_1122000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1122100:::ALLOW DOUBTFUL AC GENERAL
AC_1122110|AC_1122000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1122110:::ALLOW DOUBTFUL AC SPECIFIC
AC_1122120|AC_1122000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1122120:::ALLOW DOUBTFUL PURCHASE ACCTG
AC_1130000|AC_1100000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1130000:::PREPAID EXPENSES
AC_1131000|AC_1130000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1131000:::INVENTORIES
AC_1131100|AC_1131000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1131100:::MATERIAL INVENTORY
AC_1132000|AC_1130000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1132000:::OTHER PREPAID EXPENSES
AC_1132100|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132100:::PREPAID EXPENSE
AC_1132110|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132110:::PREPAID RENT
AC_1132120|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132120:::PREPAID DUES & SUBSCRIPTION
AC_1132130|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132130:::PREPAID LICENSES
AC_1132140|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132140:::PREPAID REAL ESTATE
AC_1132150|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132150:::PREPAID PPE & SALES TAX
AC_1132160|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132160:::PREPAID INS BOND
AC_1132180|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132180:::FINANCING FEES TERM LOAN ST
AC_1132190|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132190:::FINANCING FEES NEW REVOLVER ST
AC_1132210|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132210:::MKTG MATERIALS INVENTORY
AC_1132220|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132220:::PREPAID MACHINE & EQUIPMENT
AC_1132230|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132230:::PREPAID LEGAL &
AC_1132240|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132240:::PREPAID INS-OTHE
AC_1132250|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132250:::PREPAID ADVERTIS
AC_1132260|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132260:::PREPAID EDP/CLEA
AC_1132270|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132270:::PREPAID ENTERTAI
AC_1132280|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132280:::PREPAID CT CORP
